"measure_id","measure_name","location_id","location_name","race_group","sex_id","sex_name","age_group_id","age_group_name","year_id","metric_id","metric_name","val","lower","upper"
25,"Maternal mortality ratio","35","New Mexico","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",40.15179615,18.92703771,75.9778037
25,"Maternal mortality ratio","36","New York","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",27.16543973,20.91835783,34.44051323
25,"Maternal mortality ratio","37","North Carolina","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",27.61555205,20.61600467,36.78433395
25,"Maternal mortality ratio","38","North Dakota","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",22.20652621,10.81251892,44.76194881
25,"Maternal mortality ratio",NA,"Northeast Census Region","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",23.33385589,16.47317308,32.54596802
25,"Maternal mortality ratio","39","Ohio","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",33.29871592,23.42583612,45.14981501
25,"Maternal mortality ratio","40","Oklahoma","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",35.9856068,23.80234015,55.08092287
25,"Maternal mortality ratio","41","Oregon","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",18.95657907,10.41762173,30.16129192
25,"Maternal mortality ratio","42","Pennsylvania","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",26.25933479,19.04767457,34.31952967
25,"Maternal mortality ratio","44","Rhode Island","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",25.60172279,11.43976544,55.59453172
25,"Maternal mortality ratio",NA,"South Census Region","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",33.19898853,26.01662839,41.00279526
25,"Maternal mortality ratio","45","South Carolina","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",35.22936244,25.22920215,48.02463742
25,"Maternal mortality ratio","46","South Dakota","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",22.10933184,11.23362467,42.79780016
25,"Maternal mortality ratio","47","Tennessee","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",25.30206319,18.87089545,33.2901039
25,"Maternal mortality ratio","48","Texas","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",29.5065684,24.13924981,36.19907273
25,"Maternal mortality ratio","49","Utah","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",29.43796363,18.57882605,43.45833911
25,"Maternal mortality ratio","50","Vermont","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",20.85572408,8.558698145,49.17753197
25,"Maternal mortality ratio","51","Virginia","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",22.02127147,15.2733524,30.98623673
25,"Maternal mortality ratio","53","Washington","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",31.77875626,21.55782797,44.55614006
25,"Maternal mortality ratio",NA,"West Census Region","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",22.70857182,15.44970643,32.15441527
25,"Maternal mortality ratio","54","West Virginia","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",41.56685018,27.26509209,63.811239
25,"Maternal mortality ratio","55","Wisconsin","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",19.4601688,12.65648399,29.35576281
25,"Maternal mortality ratio","56","Wyoming","Non-Hispanic White",2,"Female",169,"10 to 54",2019,3,"Rate",47.22150347,23.80719111,87.70612346
