"measure_id","measure_name","location_id","location_name","race_group","sex_id","sex_name","age_group_id","age_group_name","year_id","metric_id","metric_name","val","lower","upper"
25,"Maternal mortality ratio","38","North Dakota","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",28.70937548,2.431302174,244.6222096
25,"Maternal mortality ratio",NA,"Northeast Census Region","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",30.23276199,19.98070372,44.99986943
25,"Maternal mortality ratio","39","Ohio","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",10.80007788,2.997474969,32.66916576
25,"Maternal mortality ratio","40","Oklahoma","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",29.90367127,13.48542643,73.82613935
25,"Maternal mortality ratio","41","Oregon","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",14.09569328,5.311851969,34.41849643
25,"Maternal mortality ratio","42","Pennsylvania","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",25.0141764,13.9869252,41.17180292
25,"Maternal mortality ratio","44","Rhode Island","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",23.11830446,7.323084224,67.21122934
25,"Maternal mortality ratio",NA,"South Census Region","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",21.12807948,15.27607652,28.24637524
25,"Maternal mortality ratio","45","South Carolina","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",15.63103928,6.068695891,33.98366526
25,"Maternal mortality ratio","46","South Dakota","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",25.29927983,4.288803919,132.7666067
25,"Maternal mortality ratio","47","Tennessee","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",32.01641864,9.072381357,100.7547328
25,"Maternal mortality ratio","48","Texas","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",21.91068705,15.41547241,28.3663754
25,"Maternal mortality ratio","49","Utah","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",17.92595962,7.702804528,39.99536325
25,"Maternal mortality ratio","50","Vermont","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",6.518722697,0.312193375,169.7404227
25,"Maternal mortality ratio","51","Virginia","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",23.91187226,9.220816274,63.37688387
25,"Maternal mortality ratio","53","Washington","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",19.6041583,9.692717604,35.69170594
25,"Maternal mortality ratio",NA,"West Census Region","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",18.2806281,11.86634266,28.28791139
25,"Maternal mortality ratio","54","West Virginia","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",5.552709894,0.795949774,37.96916147
25,"Maternal mortality ratio","55","Wisconsin","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",8.047175228,1.89627629,26.99854965
25,"Maternal mortality ratio","56","Wyoming","Hispanic and any race",2,"Female",169,"10 to 54",2019,3,"Rate",25.47812358,7.02192893,97.20851526
